state,amine,label,filepath,filename,n_atoms,n_cat_atoms,n_amine_atoms,n_extra_atoms
TS5A,DMEDA,TS5A_DMEDA,/home/chromyum/bond_energy/established/A_postprocessing/xyz_opt/TS5A/TS_opt_dmeda_5_limcat_b3lypd3bs1.xyz,TS_opt_dmeda_5_limcat_b3lypd3bs1.xyz,86,63,19,4
TS5A,EAE,TS5A_EAE,/home/chromyum/bond_energy/established/A_postprocessing/xyz_opt/TS5A/TS_opt_eae_5_limcat_b3lypd3bs1.xyz,TS_opt_eae_5_limcat_b3lypd3bs1.xyz,88,63,21,4
TS5A,EDA,TS5A_EDA,/home/chromyum/bond_energy/established/A_postprocessing/xyz_opt/TS5A/TS_opt_eda_5_limcat_b3lypd3bs1.xyz,TS_opt_eda_5_limcat_b3lypd3bs1.xyz,80,63,13,4
TS5A,INDO,TS5A_INDO,/home/chromyum/bond_energy/established/A_postprocessing/xyz_opt/TS5A/TS_opt_indo_5_limcat_b3lypd3bs1.xyz,TS_opt_indo_5_limcat_b3lypd3bs1.xyz,86,63,19,4
TS5A,ISBZ,TS5A_ISBZ,/home/chromyum/bond_energy/established/A_postprocessing/xyz_opt/TS5A/TS_opt_isbz_5_limcat_b3lypd3bs1.xyz,TS_opt_isbz_5_limcat_b3lypd3bs1.xyz,94,63,27,4
TS5A,MEPI,TS5A_MEPI,/home/chromyum/bond_energy/established/A_postprocessing/xyz_opt/TS5A/TS_opt_mepi_5_limcat_b3lypd3bs1.xyz,TS_opt_mepi_5_limcat_b3lypd3bs1.xyz,87,63,20,4
TS5A,METOX,TS5A_METOX,/home/chromyum/bond_energy/established/A_postprocessing/xyz_opt/TS5A/TS_opt_metox_5_limcat_b3lypd3bs1.xyz,TS_opt_metox_5_limcat_b3lypd3bs1.xyz,86,63,19,4
TS5A,MOR,TS5A_MOR,/home/chromyum/bond_energy/established/A_postprocessing/xyz_opt/TS5A/TS_opt_mor_5_limcat_b3lypd3bs1_cfc.xyz,TS_opt_mor_5_limcat_b3lypd3bs1_cfc.xyz,83,63,16,4
TS5A,MTL,TS5A_MTL,/home/chromyum/bond_energy/established/A_postprocessing/xyz_opt/TS5A/TS_opt_mtl_5_limcat_b3lypd3bs1.xyz,TS_opt_mtl_5_limcat_b3lypd3bs1.xyz,85,63,18,4
TS5A,NMA,TS5A_NMA,/home/chromyum/bond_energy/established/A_postprocessing/xyz_opt/TS5A/TS_opt_nma_5_limcat_b3lypd3bs1.xyz,TS_opt_nma_5_limcat_b3lypd3bs1.xyz,85,63,18,4
TS5A,OCTA,TS5A_OCTA,/home/chromyum/bond_energy/established/A_postprocessing/xyz_opt/TS5A/TS_opt_octa_5_limcat_b3lypd3bs1.xyz,TS_opt_octa_5_limcat_b3lypd3bs1.xyz,90,63,23,4
TS5A,OTL,TS5A_OTL,/home/chromyum/bond_energy/established/A_postprocessing/xyz_opt/TS5A/TS_opt_otl_5_limcat_b3lypd3bs1.xyz,TS_opt_otl_5_limcat_b3lypd3bs1.xyz,85,63,18,4
TS5A,PIP,TS5A_PIP,/home/chromyum/bond_energy/established/A_postprocessing/xyz_opt/TS5A/TS_opt_pip_5_limcat_b3lypd3bs1_cfc.xyz,TS_opt_pip_5_limcat_b3lypd3bs1_cfc.xyz,85,63,18,4
TS5A,THQ,TS5A_THQ,/home/chromyum/bond_energy/established/A_postprocessing/xyz_opt/TS5A/TS_opt_thq_5_limcat_b3lypd3bs1.xyz,TS_opt_thq_5_limcat_b3lypd3bs1.xyz,89,63,22,4
TSH2,AMP,TSH2_AMP,/home/chromyum/bond_energy/established/A_postprocessing/xyz_opt/TSH2/TS_amp_h2h_3_b3lypd3bs1_cfc.xyz,TS_amp_h2h_3_b3lypd3bs1_cfc.xyz,84,63,21,0
TSH2,BEMT,TSH2_BEMT,/home/chromyum/bond_energy/established/A_postprocessing/xyz_opt/TSH2/TS_bemt_h2h_3_b3lypd3bs1.xyz,TS_bemt_h2h_3_b3lypd3bs1.xyz,85,63,22,0
TSH2,BENZ,TSH2_BENZ,/home/chromyum/bond_energy/established/A_postprocessing/xyz_opt/TSH2/TS_benz_h2h_3_b3lypd3bs1.xyz,TS_benz_h2h_3_b3lypd3bs1.xyz,95,63,32,0
TSH2,BMAE,TSH2_BMAE,/home/chromyum/bond_energy/established/A_postprocessing/xyz_opt/TSH2/TS_bmae_h2h_3_b3lypd3bs1.xyz,TS_bmae_h2h_3_b3lypd3bs1.xyz,83,63,20,0
TSH2,BOX,TSH2_BOX,/home/chromyum/bond_energy/established/A_postprocessing/xyz_opt/TSH2/TS_box_h2h_3_b3lypd3bs1.xyz,TS_box_h2h_3_b3lypd3bs1.xyz,89,63,26,0
TSH2,DADP,TSH2_DADP,/home/chromyum/bond_energy/established/A_postprocessing/xyz_opt/TSH2/TS_dadp_h2h_3_b3lypd3bs1.xyz,TS_dadp_h2h_3_b3lypd3bs1.xyz,91,63,28,0
TSH2,DBUA,TSH2_DBUA,/home/chromyum/bond_energy/established/A_postprocessing/xyz_opt/TSH2/TS_dbua_h2h_3_b3lypd3bs1.xyz,TS_dbua_h2h_3_b3lypd3bs1.xyz,93,63,30,0
TSH2,DEA,TSH2_DEA,/home/chromyum/bond_energy/established/A_postprocessing/xyz_opt/TSH2/TS_dea_h2h_3_b3lypd3bs1.xyz,TS_dea_h2h_3_b3lypd3bs1.xyz,83,63,20,0
TSH2,DEGE,TSH2_DEGE,/home/chromyum/bond_energy/established/A_postprocessing/xyz_opt/TSH2/TS_dege_h2h_3_b3lypd3bs1.xyz,TS_dege_h2h_3_b3lypd3bs1.xyz,104,63,41,0
TSH2,DEPA,TSH2_DEPA,/home/chromyum/bond_energy/established/A_postprocessing/xyz_opt/TSH2/TS_depa_h2h_3_b3lypd3bs1.xyz,TS_depa_h2h_3_b3lypd3bs1.xyz,92,63,29,0
TSH2,DETA,TSH2_DETA,/home/chromyum/bond_energy/established/A_postprocessing/xyz_opt/TSH2/TS_deta_h2h_3_b3lypd3bs1.xyz,TS_deta_h2h_3_b3lypd3bs1.xyz,85,63,22,0
TSH2,DMDP,TSH2_DMDP,/home/chromyum/bond_energy/established/A_postprocessing/xyz_opt/TSH2/TS_dmdp_h2h_3_b3lypd3bs1.xyz,TS_dmdp_h2h_3_b3lypd3bs1.xyz,97,63,34,0
TSH2,DMEDA,TSH2_DMEDA,/home/chromyum/bond_energy/established/A_postprocessing/xyz_opt/TSH2/TS_dmeda_h2h_3_b3lypd3bs1.xyz,TS_dmeda_h2h_3_b3lypd3bs1.xyz,83,63,20,0
TSH2,EAE,TSH2_EAE,/home/chromyum/bond_energy/established/A_postprocessing/xyz_opt/TSH2/TS_eae_h2h_3_b3lypd3bs1.xyz,TS_eae_h2h_3_b3lypd3bs1.xyz,85,63,22,0
TSH2,EDA,TSH2_EDA,/home/chromyum/bond_energy/established/A_postprocessing/xyz_opt/TSH2/TS_eda_h2h_3_b3lypd3bs1.xyz,TS_eda_h2h_3_b3lypd3bs1.xyz,77,63,14,0
TSH2,INDO,TSH2_INDO,/home/chromyum/bond_energy/established/A_postprocessing/xyz_opt/TSH2/TS_indo_h2h_3_b3lypd3bs1_cfc.xyz,TS_indo_h2h_3_b3lypd3bs1_cfc.xyz,83,63,20,0
TSH2,ISBZ,TSH2_ISBZ,/home/chromyum/bond_energy/established/A_postprocessing/xyz_opt/TSH2/TS_isbz_h2h_3_b3lypd3bs1.xyz,TS_isbz_h2h_3_b3lypd3bs1.xyz,91,63,28,0
TSH2,MEPI,TSH2_MEPI,/home/chromyum/bond_energy/established/A_postprocessing/xyz_opt/TSH2/TS_mepi_h2h_3_b3lypd3bs1.xyz,TS_mepi_h2h_3_b3lypd3bs1.xyz,84,63,21,0
TSH2,METOX,TSH2_METOX,/home/chromyum/bond_energy/established/A_postprocessing/xyz_opt/TSH2/TS_metox_h2h_3_b3lypd3bs1.xyz,TS_metox_h2h_3_b3lypd3bs1.xyz,83,63,20,0
TSH2,MOR,TSH2_MOR,/home/chromyum/bond_energy/established/A_postprocessing/xyz_opt/TSH2/TS_mor_h2h_3_b3lypd3bs1.xyz,TS_mor_h2h_3_b3lypd3bs1.xyz,80,63,17,0
TSH2,MTL,TSH2_MTL,/home/chromyum/bond_energy/established/A_postprocessing/xyz_opt/TSH2/TS_mtl_h2h_3_b3lypd3bs1.xyz,TS_mtl_h2h_3_b3lypd3bs1.xyz,82,63,19,0
TSH2,NMA,TSH2_NMA,/home/chromyum/bond_energy/established/A_postprocessing/xyz_opt/TSH2/TS_nma_h2h_3_b3lypd3bs1.xyz,TS_nma_h2h_3_b3lypd3bs1.xyz,82,63,19,0
TSH2,OCTA,TSH2_OCTA,/home/chromyum/bond_energy/established/A_postprocessing/xyz_opt/TSH2/TS_octa_h2h_3_b3lypd3bs1.xyz,TS_octa_h2h_3_b3lypd3bs1.xyz,87,63,24,0
TSH2,OTL,TSH2_OTL,/home/chromyum/bond_energy/established/A_postprocessing/xyz_opt/TSH2/TS_otl_h2h_3_b3lypd3bs1.xyz,TS_otl_h2h_3_b3lypd3bs1.xyz,82,63,19,0
TSH2,PIP,TSH2_PIP,/home/chromyum/bond_energy/established/A_postprocessing/xyz_opt/TSH2/TS_pip_h2h_3_b3lypd3bs1.xyz,TS_pip_h2h_3_b3lypd3bs1.xyz,82,63,19,0
TSH2,THQ,TSH2_THQ,/home/chromyum/bond_energy/established/A_postprocessing/xyz_opt/TSH2/TS_thq_h2h_3_b3lypd3bs1_cfc.xyz,TS_thq_h2h_3_b3lypd3bs1_cfc.xyz,86,63,23,0
