label,state,amine,Ru_SASA_full,Ru_SASA_bare,Ru_SASA_cat_only,Ru_shield_amine,Ru_shield_cat,Ru_access_frac,Vbur_total_R3.0,Vfree_total_R3.0,Vfree_abs_R3.0,Vbur_total_R3.5,Vfree_total_R3.5,Vfree_abs_R3.5,Vbur_total_R4.5,Vfree_total_R4.5,Vfree_abs_R4.5,amine_N_index,Ru_N_distance,Vfree_amine_side,Vfree_opposite_side,Vfree_amine_frac,Vfree_opposite_frac,Vfree_asymmetry,H2_approach_frac,H2_min_clearance,H2_n_accessible,ligand_max_gap_deg,ligand_mean_angle_deg
2A_EDA,2A,EDA,0.0,120.76282160399161,5.829889407865449,5.829889407865449,114.93293219612616,0.0,95.93824493444578,4.061755065554223,4.593736754865461,91.84506615728661,8.15493384271339,14.645802876695427,80.12086444946162,19.87913555053838,75.8793576394238,64,2.5738427528891505,16.348499999999998,21.795749999999998,0.1907912875654811,0.25404193383423157,0.06325064626875046,0.0005,3.9519802380370255,1,179.7037251755317,105.66210863768903
2A_INDO,2A,INDO,0.0,120.76282160399161,6.4398778364757225,6.4398778364757225,114.3229437675159,0.0,96.35913289630513,3.640867103694873,4.117723684439241,93.44774972046217,6.55225027953783,11.7674732675641,84.73943860715526,15.260561392844735,58.25009808712173,66,2.6709006776179454,13.908374999999998,20.867624999999997,0.16228881975347537,0.24326238344415155,0.08097356369067618,0.0,,0,179.64794025879667,106.24309369691335
2A_ISBZ,2A,ISBZ,0.0,120.76282160399161,9.319823204340642,9.319823204340642,111.44299839965097,0.0,97.18135429082241,2.818645709177588,3.187813195088893,94.38012486023109,5.619875139768908,10.092979915740244,85.86151875651268,14.13848124348732,53.9670788010601,66,2.371057814689469,12.747374999999998,17.529749999999996,0.14855457227138644,0.20460902107543824,0.056054448804051804,0.001,3.9592379709732723,2,178.3120768473609,105.44828914086328
2A_MEPI,2A,MEPI,0.0,120.76282160399161,7.749852986442066,7.749852986442066,113.01296861754955,0.0,95.58067640047676,4.4193235995232385,4.998137239475355,92.10771524412971,7.892284755870293,14.174099877524554,82.17642844737756,17.82357155262244,68.03319776229756,77,2.6016500468740986,16.1055,20.300624999999997,0.18788881014253095,0.23669919722965527,0.04881038708712432,0.001,3.632788397379329,2,177.2335442918123,105.48029360415937
2A_METOX,2A,METOX,0.0,120.76282160399161,5.749890925424762,5.749890925424762,115.01293067856685,0.0,95.37116358760429,4.628836412395714,5.235090648426464,91.4397363026463,8.560263697353705,15.373752516214097,79.85818643626259,20.141813563737415,76.88200882900242,70,2.575958667176164,16.176374999999997,22.339124999999996,0.18867850253907018,0.2605187546739087,0.07184025213483855,0.0,,0,179.468161310048,105.62189059979362
2A_MOR,2A,MOR,0.0,120.76282160399161,7.859850899798019,7.859850899798019,112.90297070419359,0.0,95.98852800953516,4.011471990464841,4.536867936717201,92.56429370108089,7.435706298919115,13.354110628411547,82.31862191733241,17.681378082667592,67.49044030017029,76,2.605737673155531,16.659,19.331999999999997,0.19423129894148664,0.2255384494231602,0.03130715048167357,0.0005,3.8648021702295314,1,178.7149586617053,105.37489447714489
2A_MTL,2A,MTL,0.0,120.76282160399161,6.649873852882548,6.649873852882548,114.11294775110906,0.0,97.3927294398093,2.607270560190699,2.9487535336137825,94.02080227357436,5.979197726425639,10.738303087554925,82.75497134421674,17.24502865578326,65.82487923318428,64,2.31447561689511,12.835124999999998,19.811249999999998,0.14967137628399385,0.23109326404472266,0.08142188776072881,0.001,3.944575350679092,2,179.85099110570994,105.81813164178187
2A_NMA,2A,NMA,0.0,120.76282160399161,5.799889976950182,5.799889976950182,114.96293162704143,0.0,97.12920887961859,2.870791120381412,3.2467882657611824,94.09301621319418,5.906983786805824,10.608610910399307,85.25719650920458,14.742803490795424,56.27379801510102,64,2.662501291793114,14.100749999999998,19.737,0.16443639798488666,0.2302180930635383,0.06578169507865164,0.0,,0,177.75920596762376,106.2058301450633
2A_OCTA,2A,OCTA,0.0,120.76282160399161,6.23988163037399,6.23988163037399,114.52293997361762,0.0,96.61892878426698,3.381071215733016,3.823901457339872,93.19034196794634,6.809658032053662,12.229763124844624,82.1091307745745,17.890869225425504,68.2900753397929,70,2.566793515224784,13.834124999999998,21.458249999999996,0.16150512214342003,0.25001966181675184,0.08851453967333181,0.0005,3.9055880110051038,1,179.66371307265476,105.45705623369996
2A_OTL,2A,OTL,0.0,120.76282160399161,6.539875939526596,6.539875939526596,114.22294566446502,0.0,97.57616954707986,2.423830452920143,2.741287659998804,94.55367126351099,5.446328736489008,9.781300328704958,84.10933700937827,15.890662990621735,60.65521798609029,64,2.350748320237622,11.400749999999999,19.220625,0.13292932472847474,0.2242302543507363,0.09130092962226155,0.0005,3.9993254470125135,1,177.48882986586523,105.47738704240822
2A_PIP,2A,PIP,0.0,120.76282160399161,8.079846726509922,8.079846726509922,112.68297487748168,0.0,96.02949940405244,3.9705005959475557,4.490530381188989,92.65164927320164,7.348350726798358,13.197224930239429,82.42119659604029,17.57880340395971,67.09890915382658,76,2.6038717759905157,16.6725,19.17675,0.19438869869751702,0.22372721187541836,0.029338513177901343,0.0005,3.8648021702295314,1,178.60623094054122,105.35886623045548
2A_THQ,2A,THQ,0.0,120.76282160399161,8.289842742916733,8.289842742916733,112.47297886107488,0.0,96.73811829559,3.2618817044100012,3.6891012958032405,94.32654677599702,5.673453224002984,10.189203143952483,85.94211314692602,14.057886853073981,53.65944718607574,66,2.639207388635838,12.686624999999998,19.4535,0.14795717547036133,0.22689340261376162,0.07893622714340029,0.0025,3.714186440932139,5,177.93227618864233,105.52745102996995
3A_AMP,3A,AMP,0.0,120.76282160399161,6.179882768543475,6.179882768543475,114.58293883544813,0.0,96.9252830750894,3.0747169249106037,3.4774229171402453,93.37728289228475,6.622717107715246,11.894027730756278,82.04129037860368,17.958709621396324,68.54902451065516,80,2.1746780022738994,10.509749999999999,21.485249999999997,0.12265637308964866,0.2504130280859099,0.1277566549962612,0.001,3.924049030819806,2,179.74969277411085,105.46854204149642
3A_BEMT,3A,BEMT,0.0,120.76282160399161,7.949849192543783,7.949849192543783,112.81297241144783,0.0,97.51564362336114,2.484356376638857,2.80974086702912,94.22987327618337,5.770126723816631,10.36282331659632,84.13864406043766,15.861355939562344,60.54335194427779,67,2.2100028276226253,11.225249999999999,18.663749999999997,0.1308058363157274,0.21786234881613678,0.08705651250040938,0.0,,0,178.42538416744918,105.55155932065651
3A_BENZ,3A,BENZ,0.0,120.76282160399161,8.559837621154074,8.559837621154074,112.20298398283754,0.0,97.59851758045292,2.4014824195470794,2.716012629710704,94.31606410734253,5.683935892657473,10.208029427733152,85.05476076762764,14.945239232372359,57.046502340953964,67,2.22138503128116,11.667374999999998,18.272249999999996,0.13618278510931653,0.21294001966568338,0.07675723455636685,0.0005,3.983058545827027,1,178.96249469689963,105.48489818795098
