label,state,amine,radius,Vbur_pct,Vbur_abs,Vfree,Q_NE,Q_NW,Q_SW,Q_SE
H1_AMP,H1,AMP,3.5,0.1487257733879985,26.710313066132063,152.88406696408444,26.92881103242639,32.56149832277301,0.0,0.0
H1_BEMT,H1,BEMT,3.5,0.14799781028699216,26.579574984321958,153.01480504589455,25.941110696980996,33.258013417815874,0.0,0.0
H1_BENZ,H1,BENZ,3.5,0.15027487886694,26.988523704223972,152.60585632599253,29.05329854640328,31.05665300037272,0.0,0.0
H1_BMAE,H1,BMAE,3.5,0.14483553857622064,26.011648756938854,153.58273127327766,25.850260901975403,32.083954528512855,0.0,0.0
H1_BOX,H1,BOX,3.5,0.1517366287737607,27.251045772498667,152.34333425771786,28.426667909057024,32.26798360044726,0.0,0.0
H1_DADP,H1,DADP,3.5,0.1537458069325382,27.611882878294562,151.98249715192196,25.959746552366752,35.53857622064853,0.0,0.0
H1_DBUA,H1,DBUA,3.5,0.1491159616101379,26.780388677982284,152.81399135223424,28.023667536339914,31.622717107715243,0.0,0.0
H1_DEA,H1,DEA,3.5,0.15092713380544168,27.10566502552583,152.48871500469068,29.15113678717853,31.219716734998137,0.0,0.0
H1_DEGE,H1,DEGE,3.5,0.15244129705553486,27.377600235690853,152.21677979452565,25.288855758479315,35.687663063734625,0.0,0.0
H1_DEPA,H1,DEPA,3.5,0.14503354453969436,26.047209515191202,153.5471705150253,24.569045844204247,33.4443719716735,0.0,0.0
H1_DETA,H1,DETA,3.5,0.1562965896384644,28.069989116957178,151.52439091325934,30.206392098397316,32.312243756988444,0.0,0.0
H1_DMDP,H1,DMDP,3.5,0.1541476425642937,27.68405029945374,151.91032973076278,26.509504286246738,35.14955273947074,0.0,0.0
H1_DMEDA,H1,DMEDA,3.5,0.15298290160268357,27.474869368557574,152.11951066165895,27.18971300782706,34.00344763324637,0.0,0.0
H1_EAE,H1,EAE,3.5,0.14710095974655238,26.41850566753191,153.1758743626846,27.56010063361908,31.280283265001863,0.0,0.0
H1_EDA,H1,EDA,3.5,0.1475959746552367,26.507407563162783,153.08697246705373,28.929836004472605,30.108553857622066,0.0,0.0
H1_INDO,H1,INDO,3.5,0.1600645266492732,28.74668942840629,150.84769060181023,32.13986209467014,31.885948565039136,0.0,0.0
H1_ISBZ,H1,ISBZ,3.5,0.15129402720834886,27.171557018758122,152.42282301145838,27.86526276556094,32.6523481177786,0.0,0.0
H1_MEPI,H1,MEPI,3.5,0.14628564107342526,26.272079015904588,153.32230101431193,24.84159522922102,33.672661200149086,0.0,0.0
H1_METOX,H1,METOX,3.5,0.14449193999254567,25.94994038232449,153.64443964789203,26.733134550875885,31.06364144614238,0.0,0.0
H1_MOR,H1,MOR,3.5,0.14598280842340663,26.217691973871585,153.37668805634493,28.016679090570253,30.3764442787924,0.0,0.0
H1_MTL,H1,MTL,3.5,0.15475913156913904,27.793870288174233,151.80050974204227,32.38212821468505,29.521524412970557,0.0,0.0
H1_NMA,H1,NMA,3.5,0.15354197726425642,27.57527621538773,152.01910381482878,30.66995900111815,30.74683190458442,0.0,0.0
H1_OCTA,H1,OCTA,3.5,0.1554929183749534,27.92565427463882,151.6687257555777,29.65896384644055,32.538203503540814,0.0,0.0
H1_OTL,H1,OTL,3.5,0.1592259131569139,28.596079158161047,150.99830087205547,34.05469623555721,29.63566902720835,0.0,0.0
H1_PIP,H1,PIP,3.5,0.1473455553484905,26.462433663020104,153.1319463671964,25.195676481550503,33.742545657845696,0.0,0.0
H1_THQ,H1,THQ,3.5,0.15620923406634366,28.054300547139967,151.54007948307654,31.85100633619083,30.632687290346624,0.0,0.0
