label,state,amine,SASA_total,SASA_amine,SASA_catalyst,amine_N_index,Ru_N_distance,SASA_amine_N,SASA_N_ratio,Sterimol_L,Sterimol_B1,Sterimol_B5
H3_DMEDA,H3,DMEDA,823.753137011825,153.34034956951623,670.4127874423085,70,3.7974122843011133,4.469952597050372,0.0291505308915703,7.015801434639139,2.0965163394598934,11.312806756752078
H3_EAE,H3,EAE,825.4616746320723,166.2791610136319,659.1825136184406,64,3.7415075545583227,0.009999893953134916,6.013918937391743e-05,6.973333898395638,3.711455671906901,11.093226723597908
H3_EDA,H3,EDA,796.4127275404662,112.35968340078188,684.0530441396845,64,3.8234629572347107,4.269954717987723,0.03800255206092908,7.297888162891794,1.970560100872008,10.995655307099929
H3_INDO,H3,INDO,841.134125580313,167.53126973752518,673.6028558427879,66,3.792293083202958,0.0,0.0,6.721493501034862,3.545980566736313,11.363294306657163
H3_ISBZ,H3,ISBZ,860.423975297595,218.6911868599265,641.7327884376683,66,3.793968506309587,0.0,0.0,7.598721438645663,3.967589565004843,10.952572583139185
H3_MEPI,H3,MEPI,841.723346977121,164.26021889621057,677.4631280809105,77,3.774670227594723,0.0,0.0,4.546012193501474,4.5714142058333005,10.345076684836906
H3_METOX,H3,METOX,854.9316982064586,188.18849514798944,666.743203058469,70,3.8643112942578783,1.9499793208609077,0.010361841298148777,8.408927495384438,2.474315378435609,11.00098727901822
H3_MOR,H3,MOR,818.212326703108,134.7792713170852,683.4330553860232,76,3.7521225804424354,0.0,0.0,5.694581336739451,3.6013847566689816,10.693945458892998
H3_MTL,H3,MTL,839.4442621829007,165.6813106770674,673.7629515058333,64,3.836083897698537,1.2299869562353396,0.007423812325052949,6.789049087353752,3.101768884079492,11.490175327838724
H3_NMA,H3,NMA,834.664306408352,162.29136501301087,672.3729413953412,64,3.862429881277588,0.2799970306877169,0.0017252737424771159,6.803649336623909,3.093755918897952,11.404125333726865
H3_OCTA,H3,OCTA,851.3429000254083,193.81016177806507,657.5327382473433,70,3.7935220238730656,4.769949415644359,0.02461145159718973,9.118288173342636,2.0007535842325335,11.102783562327785
H3_OTL,H3,OTL,815.1138617860778,155.78098942475404,659.3328723613238,64,3.954933511012543,1.0399889711258126,0.006675968453956651,6.794765938186701,2.5596649007346977,11.11110102870703
